Name,,,
Technology Equity ETF List (75),0,0.2302641414,0.2302641414
Industrials Equity ETF List (37),0,0.2191298708,0.2191298708
Energy Equity ETF List (80),0,0.1967880421,0.1967880421
Healthcare Equity ETF List (49),0,0.1947470459,0.1947470459
Developed Markets ETF List 1 (100),0,0.1590708998,0.1590708998
