Name,,,
Technology Equity ETF List (75),0.2384893888,0.3025137214,0.0640243326
Junk ETF List (43),0,0.1135910737,0.1135910737
Healthcare Equity ETF List (49),0.182170837,0.2072358228,0.02506498582
Industrials Equity ETF List (37),0.1909292524,0.1670280036,-0.0239012488
Global ETF List (72),0,0.2096313784,0.2096313784
Developed Markets ETF List 1 (100),0.1878827789,0,-0.1878827789
Energy Equity ETF List (80),0.2005277429,0,-0.2005277429
