AGGY,0.0
AGND,0.03174554198068889
AGZD,0.9999999999993113
BIV,0.0
BLV,0.0
BND,3.44984930352263e-93
BOND,0.9999999164711322
BYLD,0.9999999999995096
FBND,0.9873291808365213
FCOR,0.0
FIBR,0.9999999999990941
FLTB,0.9999999999998331
FTSD,0.0
FWDB,0.0
GBF,1.512273973035366e-216
GVI,0.9999999999999151
HOLD,0.9999998030168425
IAGG,0.9999999999988936
ILTB,0.0
ISTB,0.999999999999852
IUSB,0.9987173444755729
KCNY,0.0
LDUR,0.0
MINC,0.9999999999997828
MINT,0.0
NEAR,0.0
NFLT,0.9999999999991633
RAVI,0.0
SAGG,0.9999999972611474
SCHZ,0.9999516579666976
SPAB,0.4828965524787102
TOTL,0.9999999999868302
ULST,0.0
VBND,0.0
WYDE,0.9999069662426312
XMPT,0.0
